都道府県名,市区町村名,大字・町名,字・丁目名,総数
和歌山県,すさみ町,周参見,太間地,163
和歌山県,すさみ町,周参見,防地,167
和歌山県,すさみ町,周参見,立野,175
和歌山県,すさみ町,周参見,堀切,216
和歌山県,すさみ町,周参見,田中,219
和歌山県,すさみ町,周参見,平松,255
和歌山県,すさみ町,周参見,下地一,321
和歌山県,すさみ町,周参見,,2613
和歌山県,和歌山市,秋月,,2858
和歌山県,田辺市,秋津川,,571
和歌山県,田辺市,秋津町,,3172
和歌山県,和歌山市,秋葉町,,534
和歌山県,和歌山市,舟津町,三丁目,81
和歌山県,和歌山市,舟津町,一丁目,90
和歌山県,和歌山市,舟津町,二丁目,373
和歌山県,和歌山市,舟津町,,544
和歌山県,和歌山市,住吉町,,39
和歌山県,白浜町,十九渕,,202
和歌山県,白浜町,十九渕,,242
和歌山県,白浜町,十九渕,,444
和歌山県,和歌山市,十三番丁,,71
和歌山県,和歌山市,十二番丁,,489
和歌山県,和歌山市,十番丁,,353
和歌山県,海南市,重根,,2444
和歌山県,海南市,重根西,一丁目,215
和歌山県,海南市,重根西,二丁目,226
和歌山県,海南市,重根西,,441
和歌山県,海南市,重根東,二丁目,352
和歌山県,海南市,重根東,一丁目,429
和歌山県,海南市,重根東,,781
和歌山県,串本町,出雲,,634
和歌山県,和歌山市,出口甲賀丁,,173
和歌山県,和歌山市,出口新端ノ丁,,45
和歌山県,和歌山市,出口端ノ丁,,150
和歌山県,和歌山市,出口中ノ丁,,109
和歌山県,和歌山市,出水,,3251
和歌山県,橋本市,出塔,,64
和歌山県,橋本市,出塔,,78
和歌山県,橋本市,出塔,,142
和歌山県,和歌山市,出島,,1892
和歌山県,新宮市,春日,,215
和歌山県,和歌山市,駿河町,,76
和歌山県,古座川町,潤野,,36
和歌山県,有田市,初島町浜,,1608
和歌山県,有田市,初島町里,,960
和歌山県,新宮市,徐福,二丁目,42
和歌山県,新宮市,徐福,一丁目,161
和歌山県,新宮市,徐福,,203
和歌山県,和歌山市,匠町,,29
和歌山県,すさみ町,小河内,,23
和歌山県,橋本市,小原田,,94
和歌山県,橋本市,小原田,,106
和歌山県,橋本市,小原田,,153
和歌山県,橋本市,小原田,,353
和歌山県,和歌山市,小雑賀,二丁目,195
和歌山県,和歌山市,小雑賀,三丁目,344
和歌山県,和歌山市,小雑賀,,539
和歌山県,和歌山市,小雑賀,,1573
和歌山県,和歌山市,小松原,六丁目,458
和歌山県,和歌山市,小松原,五丁目,562
和歌山県,和歌山市,小松原,,1020
和歌山県,和歌山市,小松原通,四丁目,32
和歌山県,和歌山市,小松原通,三丁目,33
和歌山県,和歌山市,小松原通,,46
和歌山県,和歌山市,小松原通,一丁目,172
和歌山県,和歌山市,小人町,,30
和歌山県,和歌山市,小瀬田,,105
和歌山県,紀美野町,小西,,33
和歌山県,古座川町,小川,,61
和歌山県,和歌山市,小豆島,,369
和歌山県,紀美野町,小畑,,1312
和歌山県,橋本市,小峰台,二丁目,122
和歌山県,橋本市,小峰台,一丁目,1039
和歌山県,橋本市,小峰台,,1161
和歌山県,和歌山市,小野町,二丁目,54
和歌山県,和歌山市,小野町,三丁目,63
和歌山県,和歌山市,小野町,一丁目,79
和歌山県,和歌山市,小野町,,196
和歌山県,海南市,小野田,,2183
和歌山県,白浜町,庄川,,708
和歌山県,和歌山市,松ケ丘,三丁目,163
和歌山県,和歌山市,松ケ丘,二丁目,374
和歌山県,和歌山市,松ケ丘,一丁目,700
和歌山県,和歌山市,松ケ丘,,1237
和歌山県,紀美野町,松ケ峯,,28
和歌山県,和歌山市,松原,,111
和歌山県,和歌山市,松江,,297
和歌山県,和歌山市,松江西,二丁目,267
和歌山県,和歌山市,松江西,一丁目,305
和歌山県,和歌山市,松江西,三丁目,434
和歌山県,和歌山市,松江西,,1006
和歌山県,和歌山市,松江中,二丁目,313
和歌山県,和歌山市,松江中,三丁目,405
和歌山県,和歌山市,松江中,一丁目,624
和歌山県,和歌山市,松江中,,1342
和歌山県,和歌山市,松江東,一丁目,183
和歌山県,和歌山市,松江東,二丁目,474
和歌山県,和歌山市,松江東,三丁目,623
和歌山県,和歌山市,松江東,四丁目,1343
和歌山県,和歌山市,松江東,,2623
和歌山県,和歌山市,松江北,一丁目,180
和歌山県,和歌山市,松江北,四丁目,406
和歌山県,和歌山市,松江北,六丁目,430
和歌山県,和歌山市,松江北,三丁目,602
和歌山県,和歌山市,松江北,七丁目,634
和歌山県,和歌山市,松江北,二丁目,945
和歌山県,和歌山市,松江北,五丁目,945
和歌山県,和歌山市,松江北,,4142
和歌山県,古座川町,松根,,38
和歌山県,紀美野町,松瀬,,76
和歌山県,和歌山市,松島,,4760
和歌山県,橋本市,菖蒲谷,,121
和歌山県,橋本市,菖蒲谷,,148
和歌山県,橋本市,菖蒲谷,,189
和歌山県,橋本市,菖蒲谷,,458
和歌山県,紀美野町,上ケ井,,17
和歌山県,田辺市,上の山,一丁目,391
和歌山県,田辺市,上の山,二丁目,979
和歌山県,田辺市,上の山,,1370
和歌山県,田辺市,上屋敷,三丁目,286
和歌山県,田辺市,上屋敷,一丁目,378
和歌山県,田辺市,上屋敷,二丁目,400
和歌山県,田辺市,上屋敷,,1064
和歌山県,和歌山市,上黒谷,,165
和歌山県,田辺市,上三栖,,244
和歌山県,和歌山市,上三毛,,576
和歌山県,田辺市,上秋津,,3069
和歌山県,海南市,上谷,,96
和歌山県,和歌山市,上町,,139
和歌山県,橋本市,上田,,78
和歌山県,橋本市,上田,,234
和歌山県,橋本市,上田,,312
和歌山県,串本町,上田原,,50
和歌山県,串本町,上田原,,80
和歌山県,串本町,上田原,,130
和歌山県,田辺市,上芳養,,1477
和歌山県,新宮市,上本町,一丁目,26
和歌山県,新宮市,上本町,二丁目,42
和歌山県,新宮市,上本町,,68
和歌山県,田辺市,上万呂,,1030
和歌山県,田辺市,上野,,118
和歌山県,串本町,上野山,,455
和歌山県,和歌山市,上野町,,53
和歌山県,橋本市,城山台,四丁目,477
和歌山県,田辺市,城山台,,782
和歌山県,橋本市,城山台,一丁目,1064
和歌山県,橋本市,城山台,三丁目,1126
和歌山県,橋本市,城山台,二丁目,1234
和歌山県,橋本市,城山台,,3901
和歌山県,和歌山市,畳屋町,,162
和歌山県,みなべ町,埴田,,1260
和歌山県,和歌山市,植松丁,,113
和歌山県,田辺市,新屋敷町,,461
和歌山県,新宮市,新宮,,3823
和歌山県,和歌山市,新高町,,261
和歌山県,和歌山市,新在家,,1901
和歌山県,和歌山市,新堺丁,,18
和歌山県,和歌山市,新雑賀町,,77
和歌山県,和歌山市,新庄,,2810
和歌山県,田辺市,新庄町,,4438
和歌山県,和歌山市,新生町,,399
和歌山県,和歌山市,新大工町,,69
和歌山県,和歌山市,新中通,六丁目,40
和歌山県,和歌山市,新中通,四丁目,62
和歌山県,和歌山市,新中通,三丁目,124
和歌山県,和歌山市,新中通,一丁目,250
和歌山県,和歌山市,新中通,,476
和歌山県,和歌山市,新中島,,1915
和歌山県,新宮市,新町,三丁目,18
和歌山県,新宮市,新町,一丁目,25
和歌山県,新宮市,新町,二丁目,32
和歌山県,新宮市,新町,,75
和歌山県,和歌山市,新通,二丁目,22
和歌山県,和歌山市,新通,七丁目,25
和歌山県,和歌山市,新通,六丁目,56
和歌山県,和歌山市,新通,三丁目,59
和歌山県,和歌山市,新通,五丁目,66
和歌山県,和歌山市,新通,四丁目,75
和歌山県,和歌山市,新通,一丁目,81
和歌山県,和歌山市,新通,,384
和歌山県,有田市,新堂,,878
和歌山県,和歌山市,新堀東,一丁目,395
和歌山県,和歌山市,新堀東,二丁目,645
和歌山県,和歌山市,新堀東,,1040
和歌山県,田辺市,新万,,1770
和歌山県,和歌山市,新留丁,,235
和歌山県,和歌山市,新和歌浦,,329
和歌山県,和歌山市,森小手穂,,854
和歌山県,和歌山市,深山,,91
和歌山県,田辺市,深谷,,26
和歌山県,紀美野町,真国宮,,83
和歌山県,田辺市,神子浜,二丁目,583
和歌山県,田辺市,神子浜,一丁目,804
和歌山県,田辺市,神子浜,,1387
和歌山県,和歌山市,神前,,3180
和歌山県,新宮市,神倉,三丁目,115
和歌山県,新宮市,神倉,四丁目,233
和歌山県,新宮市,神倉,二丁目,382
和歌山県,新宮市,神倉,一丁目,445
和歌山県,新宮市,神倉,,1175
和歌山県,田辺市,神島台,,645
和歌山県,和歌山市,神波,,775
和歌山県,紀美野町,神野市場,,304
和歌山県,串本町,神野川,,185
和歌山県,橋本市,神野々,,148
和歌山県,橋本市,神野々,,165
和歌山県,橋本市,神野々,,193
和歌山県,橋本市,神野々,,195
和歌山県,橋本市,神野々,,201
和歌山県,橋本市,神野々,,226
和歌山県,橋本市,神野々,,649
和歌山県,橋本市,神野々,,1777
和歌山県,和歌山市,仁井辺,,122
和歌山県,橋本市,須河,,23
和歌山県,串本町,須江,,152
和歌山県,串本町,須江,,256
和歌山県,和歌山市,吹屋町,四丁目,191
和歌山県,和歌山市,吹屋町,三丁目,266
和歌山県,和歌山市,吹屋町,二丁目,275
和歌山県,和歌山市,吹屋町,五丁目,352
和歌山県,和歌山市,吹屋町,,1084
和歌山県,和歌山市,吹上,二丁目,60
和歌山県,和歌山市,吹上,一丁目,98
和歌山県,和歌山市,吹上,四丁目,170
和歌山県,和歌山市,吹上,二丁目,234
和歌山県,和歌山市,吹上,三丁目,491
和歌山県,和歌山市,数寄屋丁,,29
和歌山県,和歌山市,杉ノ馬場,三丁目,31
和歌山県,和歌山市,杉ノ馬場,二丁目,39
和歌山県,和歌山市,杉ノ馬場,一丁目,42
和歌山県,和歌山市,杉ノ馬場,四丁目,95
和歌山県,和歌山市,杉ノ馬場,,207
和歌山県,橋本市,杉尾,,47
和歌山県,紀美野町,菅沢,,13
和歌山県,有田市,星尾,,452
和歌山県,橋本市,清水,,44
和歌山県,橋本市,清水,,55
和歌山県,橋本市,清水,,169
和歌山県,橋本市,清水,,209
和歌山県,橋本市,清水,,212
和歌山県,橋本市,清水,,689
和歌山県,新宮市,清水元,一丁目,388
和歌山県,新宮市,清水元,二丁目,394
和歌山県,新宮市,清水元,,782
和歌山県,みなべ町,清川,,133
和歌山県,みなべ町,清川,,144
和歌山県,みなべ町,清川,,146
和歌山県,みなべ町,清川,,157
和歌山県,みなべ町,清川,,580
和歌山県,上富田町,生馬,,1924
和歌山県,和歌山市,西,,875
和歌山県,和歌山市,西ノ店,,126
和歌山県,和歌山市,西河岸町,,134
和歌山県,みなべ町,西岩代,,377
和歌山県,串本町,西向,,106
和歌山県,串本町,西向,,195
和歌山県,串本町,西向,,203
和歌山県,串本町,西向,,262
和歌山県,串本町,西向,,292
和歌山県,和歌山市,西高松,二丁目,643
和歌山県,和歌山市,西高松,一丁目,1615
和歌山県,和歌山市,西高松,,2258
和歌山県,和歌山市,西紺屋町,一丁目,47
和歌山県,和歌山市,西紺屋町,二丁目,50
和歌山県,和歌山市,西紺屋町,,97
和歌山県,和歌山市,西坂ノ上丁,,107
和歌山県,和歌山市,西小二里,一丁目,332
和歌山県,和歌山市,西庄,,953
和歌山県,和歌山市,西庄,,8072
和歌山県,古座川町,西川,,77
和歌山県,和歌山市,西蔵前丁,,154
和歌山県,和歌山市,西大工町,,58
和歌山県,和歌山市,西仲間町,一丁目,34
和歌山県,和歌山市,西仲間町,二丁目,44
和歌山県,和歌山市,西仲間町,,78
和歌山県,和歌山市,西長町,一丁目,56
和歌山県,和歌山市,西長町,二丁目,65
和歌山県,和歌山市,西長町,,121
和歌山県,和歌山市,西釘貫丁,一丁目,32
和歌山県,和歌山市,西釘貫丁,二丁目,112
和歌山県,和歌山市,西釘貫丁,三丁目,207
和歌山県,和歌山市,西釘貫丁,,351
和歌山県,和歌山市,西田井,,553
和歌山県,橋本市,西畑,,36
和歌山県,橋本市,西畑,,54
和歌山県,橋本市,西畑,,90
和歌山県,和歌山市,西浜,二丁目,405
和歌山県,和歌山市,西浜,一丁目,468
和歌山県,和歌山市,西浜,,1199
和歌山県,和歌山市,西浜,,1291
和歌山県,和歌山市,西浜,三丁目,1434
和歌山県,和歌山市,西浜,,2307
和歌山県,和歌山市,西浜,,3999
和歌山県,和歌山市,西布経丁,六丁目,32
和歌山県,和歌山市,西布経丁,四丁目,33
和歌山県,和歌山市,西布経丁,五丁目,66
和歌山県,和歌山市,西布経丁,三丁目,106
和歌山県,和歌山市,西布経丁,,237
和歌山県,みなべ町,西本庄,,577
和歌山県,紀美野町,西野,,96
和歌山県,和歌山市,石橋丁,,177
和歌山県,海南市,赤沼,,21
和歌山県,橋本市,赤塚,,196
和歌山県,紀美野町,赤木,,26
和歌山県,有田市,千田,,103
和歌山県,有田市,千田,,750
和歌山県,有田市,千田,,1364
和歌山県,新宮市,千穂,二丁目,227
和歌山県,新宮市,千穂,三丁目,320
和歌山県,新宮市,千穂,一丁目,339
和歌山県,新宮市,千穂,,886
和歌山県,和歌山市,専光寺門前丁,,57
和歌山県,古座川町,川口,,75
和歌山県,和歌山市,川辺,,868
和歌山県,田辺市,扇ケ浜,,71
和歌山県,和歌山市,船所,,3062
和歌山県,和歌山市,船場町,,38
和歌山県,新宮市,船町,一丁目,16
和歌山県,新宮市,船町,三丁目,20
和歌山県,新宮市,船町,二丁目,53
和歌山県,新宮市,船町,,89
和歌山県,海南市,船尾,,2690
和歌山県,新宮市,相賀,,9
和歌山県,新宮市,相筋,一丁目,150
和歌山県,新宮市,相筋,二丁目,355
和歌山県,新宮市,相筋,,505
和歌山県,和歌山市,相坂,,595
和歌山県,古座川町,相瀬,,34
和歌山県,和歌山市,蔵小路,,10
和歌山県,古座川町,蔵土,,30
和歌山県,海南市,多田,,870
和歌山県,すさみ町,太間川,上村,13
和歌山県,すさみ町,太間川,下村,28
和歌山県,すさみ町,太間川,,41
和歌山県,和歌山市,太田,四丁目,348
和歌山県,和歌山市,太田,三丁目,352
和歌山県,和歌山市,太田,一丁目,452
和歌山県,和歌山市,太田,二丁目,634
和歌山県,和歌山市,太田,,1786
和歌山県,和歌山市,太田,,2519
和歌山県,和歌山市,打越町,,604
和歌山県,和歌山市,大河内,,344
和歌山県,和歌山市,大垣内,,429
和歌山県,紀美野町,大角,,97
和歌山県,新宮市,大橋通,三丁目,27
和歌山県,新宮市,大橋通,二丁目,36
和歌山県,新宮市,大橋通,四丁目,43
和歌山県,新宮市,大橋通,,106
和歌山県,由良町,大字阿戸,,387
和歌山県,日高町,大字阿尾,,102
和歌山県,日高町,大字阿尾,,414
和歌山県,日高川町,大字愛川,,33
和歌山県,有田川町,大字粟生,,258
和歌山県,白浜町,大字安居,,185
和歌山県,岩出市,大字安上,,1203
和歌山県,白浜町,大字安宅,,444
和歌山県,日高川町,大字伊藤川,,38
和歌山県,かつらぎ町,大字移,,56
和歌山県,由良町,大字衣奈,,520
和歌山県,紀の川市,大字井ノ口,,415
和歌山県,紀の川市,大字井ノ口,,1158
和歌山県,紀の川市,大字井ノ口,,1573
和歌山県,広川町,大字井関,,247
和歌山県,那智勝浦町,大字井関,,381
和歌山県,有田川町,大字井口,,261
和歌山県,那智勝浦町,大字井鹿,,52
和歌山県,有田川町,大字井谷,,20
和歌山県,紀の川市,大字井田,,252
和歌山県,印南町,大字印南,,148
和歌山県,印南町,大字印南,,191
和歌山県,印南町,大字印南,,281
和歌山県,印南町,大字印南,,460
和歌山県,印南町,大字印南,,465
和歌山県,印南町,大字印南,,677
和歌山県,印南町,大字印南,,2222
和歌山県,印南町,大字印南原,,73
和歌山県,印南町,大字印南原,,106
和歌山県,印南町,大字印南原,,129
和歌山県,印南町,大字印南原,,168
和歌山県,印南町,大字印南原,,185
和歌山県,印南町,大字印南原,,328
和歌山県,印南町,大字印南原,,989
和歌山県,有田川町,大字宇井苔,,20
和歌山県,那智勝浦町,大字宇久井,,128
和歌山県,那智勝浦町,大字宇久井,,173
和歌山県,那智勝浦町,大字宇久井,,277
和歌山県,那智勝浦町,大字宇久井,,719
和歌山県,那智勝浦町,大字宇久井,,1395
和歌山県,那智勝浦町,大字宇久井,,2692
和歌山県,白浜町,大字宇津木,,13
和歌山県,印南町,大字羽六,,183
和歌山県,那智勝浦町,大字浦神,,192
和歌山県,那智勝浦町,大字浦神,,342
和歌山県,那智勝浦町,大字浦神,,534
和歌山県,有田川町,大字延坂,,41
和歌山県,有田川町,大字遠井,,37
和歌山県,紀の川市,大字遠方,,213
和歌山県,白浜町,大字塩野,,13
和歌山県,白浜町,大字塩野,,57
和歌山県,白浜町,大字塩野,,70
和歌山県,有田川町,大字奥,,725
和歌山県,有田川町,大字押手,,52
和歌山県,岩出市,大字押川,,15
和歌山県,紀の川市,大字横谷,,58
和歌山県,紀の川市,大字横谷,,70
和歌山県,紀の川市,大字横谷,,128
和歌山県,紀の川市,大字王子,,145
和歌山県,紀の川市,大字王子,,150
和歌山県,紀の川市,大字王子,,295
和歌山県,岩出市,大字岡田,,2374
和歌山県,紀の川市,大字下井阪,,144
和歌山県,紀の川市,大字下井阪,,1002
和歌山県,九度山町,大字下古沢,,97
和歌山県,九度山町,大字下古沢,,133
和歌山県,九度山町,大字下古沢,,230
和歌山県,紀の川市,大字下丹生谷,,325
和歌山県,広川町,大字下津木,,35
和歌山県,広川町,大字下津木,,41
和歌山県,広川町,大字下津木,,44
和歌山県,広川町,大字下津木,,169
和歌山県,広川町,大字下津木,,289
和歌山県,有田川町,大字下津野,,727
和歌山県,有田川町,大字下津野,,852
和歌山県,有田川町,大字下津野,,998
和歌山県,有田川町,大字下津野,,2577
和歌山県,かつらぎ町,大字下天野,,184
和歌山県,日高川町,大字下田原,,56
和歌山県,有田川町,大字下湯川,,66
和歌山県,高野町,大字下筒香,,14
和歌山県,北山村,大字下尾井,,147
和歌山県,那智勝浦町,大字下里,,143
和歌山県,那智勝浦町,大字下里,,175
和歌山県,那智勝浦町,大字下里,,989
和歌山県,那智勝浦町,大字下里,,1307
和歌山県,有田川町,大字下六川,,75
和歌山県,那智勝浦町,大字下和田,,101
和歌山県,紀の川市,大字下鞆渕,,172
和歌山県,九度山町,大字河根,,31
和歌山県,九度山町,大字河根,,49
和歌山県,九度山町,大字河根,,117
和歌山県,九度山町,大字河根,,138
和歌山県,九度山町,大字河根,,335
和歌山県,広川町,大字河瀬,,65
和歌山県,高野町,大字花坂,,136
和歌山県,紀の川市,大字花野,,182
和歌山県,紀の川市,大字花野,,431
和歌山県,日高川町,大字皆瀬,,229
和歌山県,印南町,大字皆瀬川,,47
和歌山県,有田川町,大字垣倉,,353
和歌山県,紀の川市,大字垣内,,31
和歌山県,有田川町,大字角,,154
和歌山県,かつらぎ町,大字笠田中,,288
和歌山県,かつらぎ町,大字笠田中,,339
和歌山県,かつらぎ町,大字笠田中,,627
和歌山県,かつらぎ町,大字笠田東,,15
和歌山県,かつらぎ町,大字笠田東,,208
和歌山県,かつらぎ町,大字笠田東,,299
和歌山県,かつらぎ町,大字笠田東,,643
和歌山県,かつらぎ町,大字笠田東,,750
和歌山県,かつらぎ町,大字笠田東,,1915
和歌山県,九度山町,大字笠木,,13
和歌山県,有田川町,大字釜中,,46
和歌山県,日高川町,大字寒川,,246
和歌山県,日高川町,大字寒川,,246
和歌山県,有田川町,大字歓喜寺,,151
和歌山県,紀の川市,大字丸栖,,434
和歌山県,紀の川市,大字丸栖,,581
和歌山県,紀の川市,大字丸栖,,605
和歌山県,紀の川市,大字丸栖,,645
和歌山県,紀の川市,大字丸栖,,2265
和歌山県,紀の川市,大字岸宮,,1824
和歌山県,紀の川市,大字岸小野,,279
和歌山県,有田川町,大字岩野河,,98
和歌山県,岩出市,大字紀泉台,,1836
和歌山県,有田川町,大字吉見,,178
和歌山県,美浜町,大字吉原,,884
和歌山県,美浜町,大字吉原,,968
和歌山県,有田川町,大字吉原,,1138
和歌山県,美浜町,大字吉原,,1852
和歌山県,湯浅町,大字吉川,,811
和歌山県,岩出市,大字吉田,,2379
和歌山県,白浜町,大字久木,,31
和歌山県,有田川町,大字久野原,,276
和歌山県,紀の川市,大字久留壁,,595
和歌山県,岩出市,大字宮,,357
和歌山県,印南町,大字宮ノ前,,137
和歌山県,有田川町,大字宮川,,31
和歌山県,かつらぎ町,大字宮本,,29
和歌山県,有田川町,大字境川,,40
和歌山県,岩出市,大字境谷,,32
和歌山県,かつらぎ町,大字教良寺,,109
和歌山県,那智勝浦町,大字橋ノ川,,13
和歌山県,白浜町,大字玉伝,,29
和歌山県,有田川町,大字金屋,,812
和歌山県,岩出市,大字金屋,,1534
和歌山県,岩出市,大字金池,,2190
和歌山県,九度山町,大字九度山,,15
和歌山県,九度山町,大字九度山,,35
和歌山県,九度山町,大字九度山,,38
和歌山県,九度山町,大字九度山,,42
和歌山県,九度山町,大字九度山,,45
和歌山県,九度山町,大字九度山,,56
和歌山県,九度山町,大字九度山,,62
和歌山県,九度山町,大字九度山,,67
和歌山県,九度山町,大字九度山,,99
和歌山県,九度山町,大字九度山,,105
和歌山県,九度山町,大字九度山,,107
和歌山県,九度山町,大字九度山,,108
和歌山県,九度山町,大字九度山,,119
和歌山県,九度山町,大字九度山,,131
和歌山県,九度山町,大字九度山,,190
和歌山県,九度山町,大字九度山,,259
和歌山県,九度山町,大字九度山,,486
和歌山県,那智勝浦町,大字狗子の川,,81
和歌山県,紀の川市,大字窪,,79
和歌山県,かつらぎ町,大字窪,,93
和歌山県,紀の川市,大字窪,,194
和歌山県,紀の川市,大字窪,,247
和歌山県,有田川町,大字熊井,,359
和歌山県,那智勝浦町,大字熊瀬川,,12
和歌山県,日高川町,大字熊野川,,129
和歌山県,かつらぎ町,大字兄井,,157
和歌山県,岩出市,大字荊本,,1375
和歌山県,日高町,大字荊木,,1215
和歌山県,紀の川市,大字穴伏,,127
和歌山県,有田川町,大字賢,,358
和歌山県,紀の川市,大字元,,865
和歌山県,岩出市,大字原,,31
和歌山県,日高町,大字原谷,,356
和歌山県,日高川町,大字原日浦,,46
和歌山県,日高川町,大字玄子,,143
和歌山県,印南町,大字古井,,322
和歌山県,印南町,大字古屋,,57
和歌山県,紀の川市,大字古和田,,122
和歌山県,由良町,大字戸津井,,87
和歌山県,紀の川市,大字後田,,459
和歌山県,かつらぎ町,大字御所,,113
和歌山県,白浜町,大字口ケ谷,,59
和歌山県,那智勝浦町,大字口色川,,83
和歌山県,白浜町,大字向平,,10
和歌山県,広川町,大字広,,34
和歌山県,広川町,大字広,,55
和歌山県,広川町,大字広,,75
和歌山県,広川町,大字広,,79
和歌山県,広川町,大字広,,84
和歌山県,広川町,大字広,,87
和歌山県,広川町,大字広,,88
和歌山県,広川町,大字広,,101
和歌山県,広川町,大字広,,114
和歌山県,広川町,大字広,,126
和歌山県,広川町,大字広,,135
和歌山県,広川町,大字広,,157
和歌山県,広川町,大字広,,168
和歌山県,広川町,大字広,,168
和歌山県,広川町,大字広,,174
和歌山県,広川町,大字広,,314
和歌山県,広川町,大字広,,348
和歌山県,広川町,大字広,,376
和歌山県,広川町,大字広,,2683
和歌山県,かつらぎ町,大字広浦,,43
和歌山県,かつらぎ町,大字広口,,46
和歌山県,かつらぎ町,大字広口,,110
和歌山県,かつらぎ町,大字広口,,156
和歌山県,紀の川市,大字広野,,94
和歌山県,由良町,大字江ノ駒,,248
和歌山県,日高川町,大字江川,,600
和歌山県,紀の川市,大字江川中,,64
和歌山県,紀の川市,大字江川中,,112
和歌山県,紀の川市,大字江川中,,113
和歌山県,紀の川市,大字江川中,,289
和歌山県,岩出市,大字溝川,,935
和歌山県,紀の川市,大字荒見,,1163
和歌山県,那智勝浦町,大字高遠井,,18
和歌山県,日高町,大字高家,,1213
和歌山県,岩出市,大字高瀬,,282
和歌山県,那智勝浦町,大字高津気,,76
和歌山県,日高川町,大字高津尾,,59
和歌山県,日高川町,大字高津尾,,412
和歌山県,岩出市,大字高塚,,1175
和歌山県,かつらぎ町,大字高田,,244
和歌山県,紀の川市,大字高尾,,124
和歌山県,紀の川市,大字高野,,158
和歌山県,高野町,大字高野山,,37
和歌山県,高野町,大字高野山,,41
和歌山県,高野町,大字高野山,,42
和歌山県,高野町,大字高野山,,54
和歌山県,高野町,大字高野山,,61
和歌山県,高野町,大字高野山,,74
和歌山県,高野町,大字高野山,,76
和歌山県,高野町,大字高野山,,84
和歌山県,高野町,大字高野山,,86
和歌山県,高野町,大字高野山,,89
和歌山県,高野町,大字高野山,,99
和歌山県,高野町,大字高野山,,106
和歌山県,高野町,大字高野山,,142
和歌山県,高野町,大字高野山,,150
和歌山県,高野町,大字高野山,,154
和歌山県,高野町,大字高野山,,159
和歌山県,高野町,大字高野山,,422
和歌山県,高野町,大字高野山,,454
和歌山県,高野町,大字高野山,,2330
和歌山県,紀の川市,大字国主,,420
和歌山県,紀の川市,大字国主,,703
和歌山県,紀の川市,大字国主,,1123
和歌山県,有田川町,大字黒松,,82
和歌山県,紀の川市,大字黒川,,22
和歌山県,紀の川市,大字黒川,,23
和歌山県,紀の川市,大字黒川,,25
和歌山県,紀の川市,大字黒川,,69
和歌山県,紀の川市,大字黒土,,317
和歌山県,岩出市,大字今中,,649
和歌山県,岩出市,大字根来,,2998
和歌山県,日高川町,大字佐井,,114
和歌山県,かつらぎ町,大字佐野,,11
和歌山県,かつらぎ町,大字佐野,,602
和歌山県,かつらぎ町,大字佐野,,776
